Brand,Price,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Type,Display Width,Display Height,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Screen Size (inch),Ram Size
other,530.0,silver,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  LTE,  DVD",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","kindly read following description before purchasing: units may contain minor blemishes / spots on screen which doesn't affect the functionality. (see attached pictures). overall condition: products will show minor signs of wear, with visible minor / medium cosmetic imperfections which may include scratches and/or scuffed areas. screens are not cracked, may contain minor blemishes / spots and or minor scuffs / scratches and are in good working condition. products are tested to be fully functional. all units have been refurbished (tested for functionality, wiped).products will show minor and or moderate signs of wear, with visible minor / medium cosmetic imperfections which may include scratches and/or scuffed areas.",intel,intel core i5 7th generation,2.6,notebook/laptop,779.2421706908917,447.94931867081044,windows,ssd,1000.0,1000.0,14.0,16.0
other,70.3,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
other,267.0,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
other,32.56,other,No specifications,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,other,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
other,272.2,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
other,39.38,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
other,102.8,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
other,81.06,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
other,21.8,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
other,63.28,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
other,715.0,other,No specifications,Seller refurbished,"The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller's listing for full details.",undefined,intel,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
other,375.8,black,No specifications,Seller refurbished,"The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller's listing for full details.",undefined,other,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
